company,org,model_id,downloads,likes,pipeline_tag,library_name,created_at,tags
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.1-8B-Instruct-da8w8-torchao-v0.16.0,19,1,text-generation,transformers,2026-04-29T13:07:26.000Z,transformers; pytorch; llama; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:meta-llama/Llama-3.1-8B-Instruct; base_model:quantized:meta-llama/Llama-3.1-8B-Instruct; license:llama3.1; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen2.5-VL-7B-Instruct-da8w8-torchao-v0.16.0,9,0,image-text-to-text,transformers,2026-05-04T11:54:36.000Z,transformers; pytorch; qwen2_5_vl; image-text-to-text; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:Qwen/Qwen2.5-VL-7B-Instruct; base_model:quantized:Qwen/Qwen2.5-VL-7B-Instruct; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Phi-4-da8w8-torchao-v0.16.0,9,0,text-generation,transformers,2026-05-04T13:00:10.000Z,transformers; pytorch; phi3; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; license:mit; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3-14B-Instruct-da8w8-torchao-v0.16.0,20,0,text-generation,transformers,2026-05-04T13:37:39.000Z,transformers; pytorch; qwen3; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:OpenPipe/Qwen3-14B-Instruct; base_model:quantized:OpenPipe/Qwen3-14B-Instruct; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/DeepSeek-V4-Flash-MXFP4,1125,1,text-generation,transformers,2026-05-06T16:34:02.000Z,transformers; safetensors; deepseek_v4; text-generation; ocp-mx; quantization; amd-quark; moe; deepseek; base_model:deepseek-ai/DeepSeek-V4-Flash; base_model:quantized:deepseek-ai/DeepSeek-V4-Flash; license:mit; endpoints_compatible; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/DeepSeek-R1-0528-MXFP4-v2,13066,0,,,2026-05-14T06:08:52.000Z,safetensors; deepseek_v3; custom_code; base_model:deepseek-ai/DeepSeek-R1-0528; base_model:quantized:deepseek-ai/DeepSeek-R1-0528; license:mit; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Kimi-K2.5-Eagle3-FP8,54,1,,transformers,2026-05-14T12:42:24.000Z,transformers; safetensors; llama; speculative-decoding; eagle3; draft-model; kimi-k2.5; fp8; amd-quark; quantized; no-lm-head-quantization; base_model:lightseekorg/kimi-k2.5-eagle3; base_model:quantized:lightseekorg/kimi-k2.5-eagle3; license:mit; text-generation-inference; endpoints_compatible; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3-30B-A3B-Thinking-2507-FP8,821,1,,,2026-05-21T00:45:27.000Z,safetensors; qwen3_moe; base_model:Qwen/Qwen3-30B-A3B-Thinking-2507; base_model:quantized:Qwen/Qwen3-30B-A3B-Thinking-2507; license:apache-2.0; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/sd1.5-controlnet-canny-amdnpu,0,0,text-to-image,,2026-05-21T03:30:55.000Z,onnx; safetensors; stable-diffusion; stable-diffusion-diffusers; controlnet; controlnet-v1-1; canny; text-to-image; image-to-image; RyzenAI; Quantization; ONNX; Computer Vision; en; arxiv:2302.05543; license:creativeml-openrail-m; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/GLM-5.1-NVFP4,231,0,,,2026-05-26T12:39:47.000Z,safetensors; glm_moe_dsa; base_model:zai-org/GLM-5.1; base_model:quantized:zai-org/GLM-5.1; license:mit; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/MiniMax-M2.7-NVFP4,63,0,text-generation,transformers,2026-05-26T12:44:15.000Z,transformers; safetensors; minimax_m2; text-generation; conversational; custom_code; en; base_model:MiniMaxAI/MiniMax-M2.7; base_model:quantized:MiniMaxAI/MiniMax-M2.7; license:other; endpoints_compatible; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/granite-4.0-1b-awq-grp128-exclude_lmhead_quark,11,0,,,2026-05-26T20:20:02.000Z,safetensors; granite; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/gpt-oss-20b-BF16-da8w8-torchao-v0.17.0,33,0,text-generation,transformers,2026-05-27T06:48:08.000Z,transformers; pytorch; safetensors; gpt_oss; text-generation; quantized; int8; dynamic-quantization; 8-bit; moe; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:unsloth/gpt-oss-20b-BF16; base_model:quantized:unsloth/gpt-oss-20b-BF16; license:apache-2.0; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/granite-4.0-h-tiny-da8w8-torchao-v0.17.0,19,0,text-generation,transformers,2026-05-27T07:14:16.000Z,transformers; safetensors; granitemoehybrid; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:ibm-granite/granite-4.0-h-tiny; base_model:quantized:ibm-granite/granite-4.0-h-tiny; license:apache-2.0; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/InternVL3-8B-da8w8-torchao-v0.17.0,11,0,image-text-to-text,transformers,2026-05-27T07:33:31.000Z,transformers; pytorch; internvl_chat; feature-extraction; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; image-text-to-text; conversational; custom_code; en; base_model:OpenGVLab/InternVL3-8B; base_model:quantized:OpenGVLab/InternVL3-8B; license:mit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Mistral-7B-v0.1-da8w8-torchao-v0.17.0,12,0,text-generation,transformers,2026-05-27T07:44:32.000Z,transformers; safetensors; mistral; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; en; base_model:mistralai/Mistral-7B-v0.1; base_model:quantized:mistralai/Mistral-7B-v0.1; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3-30B-A3B-da8w8-torchao-v0.17.0,17,0,text-generation,transformers,2026-05-27T07:52:20.000Z,transformers; safetensors; qwen3_moe; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:Qwen/Qwen3-30B-A3B; base_model:quantized:Qwen/Qwen3-30B-A3B; license:apache-2.0; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3-VL-8B-Instruct-da8w8-torchao-v0.17.0,14,0,image-text-to-text,transformers,2026-05-27T08:02:33.000Z,transformers; safetensors; qwen3_vl; image-text-to-text; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:Qwen/Qwen3-VL-8B-Instruct; base_model:quantized:Qwen/Qwen3-VL-8B-Instruct; license:apache-2.0; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen2.5-VL-7B-Instruct-da8w8-torchao-v0.17.0,7,0,image-text-to-text,transformers,2026-05-27T08:09:52.000Z,transformers; pytorch; qwen2_5_vl; image-text-to-text; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:Qwen/Qwen2.5-VL-7B-Instruct; base_model:quantized:Qwen/Qwen2.5-VL-7B-Instruct; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/gpt-oss-20b-BF16-w8a8-llmcompressor,1453,0,text-generation,transformers,2026-05-27T08:13:55.000Z,transformers; safetensors; gpt_oss; text-generation; quantized; int8; w8a8; dynamic-quantization; 8-bit; llm-compressor; zendnn; compressed-tensors; amd; cpu-inference; conversational; en; base_model:unsloth/gpt-oss-20b-BF16; base_model:quantized:unsloth/gpt-oss-20b-BF16; license:apache-2.0; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3.5-397B-A17B-NVFP4,2037,1,image-text-to-text,transformers,2026-05-27T09:07:05.000Z,transformers; safetensors; qwen3_5_moe; image-text-to-text; conversational; en; base_model:Qwen/Qwen3.5-397B-A17B-FP8; base_model:quantized:Qwen/Qwen3.5-397B-A17B-FP8; license:apache-2.0; endpoints_compatible; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.1-8B-Instruct-da8w8-torchao-v0.17.0,94,0,text-generation,transformers,2026-05-27T14:58:20.000Z,transformers; pytorch; safetensors; llama; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:meta-llama/Llama-3.1-8B-Instruct; base_model:quantized:meta-llama/Llama-3.1-8B-Instruct; license:llama3.1; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.1-8B-Instruct-w4a16-tao-symchannel-torchao-v0.17.0,33,0,text-generation,transformers,2026-05-27T15:04:54.000Z,transformers; safetensors; llama; text-generation; quantized; int4; woq; 4-bit; symmetric; per-channel; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:meta-llama/Llama-3.1-8B-Instruct; base_model:quantized:meta-llama/Llama-3.1-8B-Instruct; license:llama3.1; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Phi-4-reasoning-plus-w4a16-tao-symchannel-torchao-v0.17.0,10,0,text-generation,transformers,2026-05-27T15:29:01.000Z,transformers; safetensors; phi3; text-generation; quantized; int4; woq; 4-bit; symmetric; per-channel; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:microsoft/Phi-4-reasoning-plus; base_model:quantized:microsoft/Phi-4-reasoning-plus; license:mit; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.1-8B-Instruct-w4a16-tao-symgroup-torchao-v0.17.0,280,0,text-generation,transformers,2026-05-27T15:41:13.000Z,transformers; safetensors; llama; text-generation; quantized; int4; woq; 4-bit; symmetric; per-group; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:meta-llama/Llama-3.1-8B-Instruct; base_model:quantized:meta-llama/Llama-3.1-8B-Instruct; license:llama3.1; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.1-8B-Instruct-w4a16-asym-torchao-v0.17.0,1129,0,text-generation,transformers,2026-05-27T15:51:43.000Z,transformers; safetensors; llama; text-generation; quantized; int4; woq; 4-bit; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:meta-llama/Llama-3.1-8B-Instruct; base_model:quantized:meta-llama/Llama-3.1-8B-Instruct; license:llama3.1; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/gpt-oss-20b-BF16-w4a16-asym-torchao-v0.17.0,47,0,text-generation,transformers,2026-05-27T16:00:08.000Z,transformers; safetensors; gpt_oss; text-generation; quantized; int4; woq; 4-bit; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:unsloth/gpt-oss-20b-BF16; base_model:quantized:unsloth/gpt-oss-20b-BF16; license:apache-2.0; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.3-70B-Instruct-w4a16-asym-torchao-v0.17.0,12,0,text-generation,transformers,2026-05-27T16:05:50.000Z,transformers; safetensors; llama; text-generation; quantized; int4; woq; 4-bit; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:meta-llama/Llama-3.3-70B-Instruct; base_model:quantized:meta-llama/Llama-3.3-70B-Instruct; license:llama3.3; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3.5-9B-w4a16-asym-torchao-v0.17.0,1223,0,text-generation,transformers,2026-05-27T16:06:57.000Z,transformers; safetensors; qwen3_5; image-text-to-text; quantized; int4; woq; 4-bit; w4a16; zendnn; torchao; amd; cpu-inference; text-generation; conversational; en; base_model:Qwen/Qwen3.5-9B; base_model:quantized:Qwen/Qwen3.5-9B; license:apache-2.0; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Phi-4-reasoning-plus-w4a16-asym-torchao-v0.17.0,554,0,text-generation,transformers,2026-05-27T16:10:31.000Z,transformers; safetensors; phi3; text-generation; quantized; int4; woq; 4-bit; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:microsoft/Phi-4-reasoning-plus; base_model:quantized:microsoft/Phi-4-reasoning-plus; license:mit; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Mistral-7B-v0.1-w4a16-asym-torchao-v0.17.0,11,0,text-generation,transformers,2026-05-27T16:12:45.000Z,transformers; safetensors; mistral; text-generation; quantized; int4; woq; 4-bit; w4a16; zendnn; torchao; amd; cpu-inference; en; base_model:mistralai/Mistral-7B-v0.1; base_model:quantized:mistralai/Mistral-7B-v0.1; license:apache-2.0; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3.5-9B-w4a16-tao-symgroup-torchao-v0.17.0,97,0,text-generation,transformers,2026-05-27T16:14:44.000Z,transformers; safetensors; qwen3_5; image-text-to-text; quantized; int4; woq; 4-bit; symmetric; per-group; w4a16; zendnn; torchao; amd; cpu-inference; text-generation; conversational; en; base_model:Qwen/Qwen3.5-9B; base_model:quantized:Qwen/Qwen3.5-9B; license:apache-2.0; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3-VL-8B-Instruct-w4a16-asym-torchao-v0.17.0,702,0,image-text-to-text,transformers,2026-05-27T16:29:03.000Z,transformers; safetensors; qwen3_vl; image-text-to-text; quantized; int4; woq; 4-bit; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:Qwen/Qwen3-VL-8B-Instruct; base_model:quantized:Qwen/Qwen3-VL-8B-Instruct; license:apache-2.0; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen2.5-VL-7B-Instruct-w4a16-asym-torchao-v0.17.0,11,0,image-text-to-text,transformers,2026-05-27T16:30:09.000Z,transformers; pytorch; qwen2_5_vl; image-text-to-text; quantized; int4; woq; 4-bit; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:Qwen/Qwen2.5-VL-7B-Instruct; base_model:quantized:Qwen/Qwen2.5-VL-7B-Instruct; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3.5-9B-da8w8-torchao-v0.17.0,114,0,text-generation,transformers,2026-05-27T16:31:39.000Z,transformers; safetensors; qwen3_5; image-text-to-text; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; text-generation; conversational; en; base_model:Qwen/Qwen3.5-9B; base_model:quantized:Qwen/Qwen3.5-9B; license:apache-2.0; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.3-70B-Instruct-da8w8-torchao-v0.17.0,19,0,text-generation,transformers,2026-05-27T16:33:27.000Z,transformers; safetensors; llama; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:meta-llama/Llama-3.3-70B-Instruct; base_model:quantized:meta-llama/Llama-3.3-70B-Instruct; license:llama3.3; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Phi-4-reasoning-plus-da8w8-torchao-v0.17.0,24,0,text-generation,transformers,2026-05-27T16:35:41.000Z,transformers; safetensors; phi3; text-generation; quantized; int8; dynamic-quantization; 8-bit; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:microsoft/Phi-4-reasoning-plus; base_model:quantized:microsoft/Phi-4-reasoning-plus; license:mit; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Phi-4-reasoning-plus-w4a16-tao-symgroup-torchao-v0.17.0,21,0,text-generation,transformers,2026-05-27T16:40:14.000Z,transformers; safetensors; phi3; text-generation; quantized; int4; woq; 4-bit; symmetric; per-group; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:microsoft/Phi-4-reasoning-plus; base_model:quantized:microsoft/Phi-4-reasoning-plus; license:mit; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Mistral-7B-v0.1-w4a16-tao-symgroup-torchao-v0.17.0,8,0,text-generation,transformers,2026-05-27T16:45:23.000Z,transformers; safetensors; mistral; text-generation; quantized; int4; woq; 4-bit; symmetric; per-group; w4a16; zendnn; torchao; amd; cpu-inference; en; base_model:mistralai/Mistral-7B-v0.1; base_model:quantized:mistralai/Mistral-7B-v0.1; license:apache-2.0; text-generation-inference; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3-VL-8B-Instruct-w4a16-tao-symgroup-torchao-v0.17.0,16,0,image-text-to-text,transformers,2026-05-27T16:46:40.000Z,transformers; safetensors; qwen3_vl; image-text-to-text; quantized; int4; woq; 4-bit; symmetric; per-group; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:Qwen/Qwen3-VL-8B-Instruct; base_model:quantized:Qwen/Qwen3-VL-8B-Instruct; license:apache-2.0; endpoints_compatible; 8-bit; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen2.5-VL-7B-Instruct-w4a16-tao-symgroup-torchao-v0.17.0,11,0,image-text-to-text,transformers,2026-05-27T16:48:05.000Z,transformers; pytorch; qwen2_5_vl; image-text-to-text; quantized; int4; woq; 4-bit; symmetric; per-group; w4a16; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:Qwen/Qwen2.5-VL-7B-Instruct; base_model:quantized:Qwen/Qwen2.5-VL-7B-Instruct; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/granite-4.0-1b-awq-grp32-quark,9,0,,,2026-05-27T17:18:48.000Z,safetensors; granite; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/granite-4.0-1b-awq-grp32-oga-cpu,0,0,,,2026-05-27T17:19:28.000Z,onnx; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/GLM-5-NVFP4,143,1,,,2026-05-29T09:31:00.000Z,safetensors; glm_moe_dsa; base_model:zai-org/GLM-5; base_model:quantized:zai-org/GLM-5; license:mit; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/MiniMax-M2.5-NVFP4,72,0,text-generation,transformers,2026-05-29T09:33:51.000Z,transformers; safetensors; minimax_m2; text-generation; conversational; custom_code; en; base_model:MiniMaxAI/MiniMax-M2.5; base_model:quantized:MiniMaxAI/MiniMax-M2.5; license:other; endpoints_compatible; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Kimi-K2.6-NVFP4,39,0,,,2026-05-29T09:36:16.000Z,safetensors; kimi_k25; custom_code; base_model:moonshotai/Kimi-K2.6; base_model:quantized:moonshotai/Kimi-K2.6; license:other; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Kimi-K2.5-NVFP4,43,0,,,2026-05-29T09:37:04.000Z,safetensors; kimi_k25; custom_code; base_model:moonshotai/Kimi-K2.5; base_model:quantized:moonshotai/Kimi-K2.5; license:other; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/PARD2-Qwen3-8B,135,0,text-generation,transformers,2026-06-09T02:26:15.000Z,transformers; safetensors; qwen3; text-generation; arxiv:2605.08632; license:mit; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/PARD2-Qwen3-14B,185,0,text-generation,transformers,2026-06-09T02:28:47.000Z,transformers; safetensors; qwen3; text-generation; arxiv:2605.08632; license:mit; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/PARD2-Llama-3.1-8B,114,0,text-generation,transformers,2026-06-09T02:29:18.000Z,transformers; safetensors; llama; text-generation; arxiv:2605.08632; license:mit; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.1-8B-Instruct-MXFP4-W4A4-MLCAL-C1000-GPTQ,1772,0,,,2026-06-09T22:20:01.000Z,safetensors; llama; license:llama3.1; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/MiniMax-M3-MXFP4,121817,4,image-text-to-text,transformers,2026-06-12T12:33:49.000Z,transformers; safetensors; minimax_m3_vl; image-text-to-text; multimodal; moe; agent; coding; video; conversational; custom_code; base_model:MiniMaxAI/MiniMax-M3; base_model:quantized:MiniMaxAI/MiniMax-M3; license:other; endpoints_compatible; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/MiniMax-M3-MXFP4-AttnFP8,1129,1,image-text-to-text,transformers,2026-06-12T12:55:35.000Z,transformers; safetensors; minimax_m3_vl; image-text-to-text; multimodal; moe; agent; coding; video; conversational; custom_code; base_model:MiniMaxAI/MiniMax-M3; base_model:quantized:MiniMaxAI/MiniMax-M3; license:other; endpoints_compatible; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Mistral-7B-Instruct-v0.3-w4a16-llmcompressor-asym,9,0,text-generation,transformers,2026-06-15T11:03:29.000Z,transformers; safetensors; mistral; text-generation; quantized; int4; w4a16; weight-only; 4-bit; llm-compressor; zendnn; compressed-tensors; amd; cpu-inference; conversational; en; base_model:mistralai/Mistral-7B-Instruct-v0.3; base_model:quantized:mistralai/Mistral-7B-Instruct-v0.3; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen3.5-397B-A17B-MoE-MXFP4,1826,2,image-text-to-text,transformers,2026-06-17T04:12:22.000Z,transformers; safetensors; qwen3_5_moe; image-text-to-text; conversational; en; base_model:Qwen/Qwen3.5-397B-A17B-FP8; base_model:quantized:Qwen/Qwen3.5-397B-A17B-FP8; license:apache-2.0; endpoints_compatible; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Llama-3.3-70B-Instruct-w4a16-llmcompressor-asym,157,1,text-generation,transformers,2026-06-17T12:23:54.000Z,transformers; safetensors; llama; text-generation; quantized; int4; w4a16; weight-only; 4-bit; llm-compressor; zendnn; compressed-tensors; amd; cpu-inference; conversational; en; base_model:meta-llama/Llama-3.3-70B-Instruct; base_model:quantized:meta-llama/Llama-3.3-70B-Instruct; license:llama3.3; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/phi-4-mini-instruct-gptq-grp128-lmheadex,8,0,,,2026-06-17T16:36:07.000Z,safetensors; phi3; custom_code; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/GLM-5.2-MXFP4,106839,18,,,2026-06-17T22:22:42.000Z,safetensors; glm_moe_dsa; base_model:zai-org/GLM-5.2; base_model:quantized:zai-org/GLM-5.2; license:mit; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Kimi-K2.7-Code-MXFP4,6341,3,,,2026-06-18T00:33:57.000Z,safetensors; kimi_k25; custom_code; base_model:moonshotai/Kimi-K2.7-Code; base_model:quantized:moonshotai/Kimi-K2.7-Code; license:other; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/GLM-5.2-Quark-MXFP4-AttnFP8,40,0,,,2026-06-18T22:36:41.000Z,safetensors; glm_moe_dsa; base_model:zai-org/GLM-5.2; base_model:quantized:zai-org/GLM-5.2; license:mit; eval-results; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Mixtral-8x7B-Instruct-v0.1-da8w8-torchao-v0.17.0,12,0,text-generation,transformers,2026-06-22T10:54:58.000Z,transformers; pytorch; mixtral; text-generation; quantized; int8; dynamic-quantization; 8-bit; moe; zendnn; torchao; amd; cpu-inference; conversational; en; base_model:mistralai/Mixtral-8x7B-Instruct-v0.1; base_model:quantized:mistralai/Mixtral-8x7B-Instruct-v0.1; license:apache-2.0; text-generation-inference; endpoints_compatible; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Micro-World,0,5,,diffusers,2026-06-25T03:25:57.000Z,diffusers; safetensors; license:openrail; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/Qwen1.5-MoE-A2.7B-Chat-w-int8-a-int8-sym,846,0,text-generation,transformers,2026-06-25T20:08:33.000Z,transformers; safetensors; qwen2_moe; text-generation; vllm_ci; conversational; base_model:Qwen/Qwen1.5-MoE-A2.7B-Chat; base_model:quantized:Qwen/Qwen1.5-MoE-A2.7B-Chat; license:other; endpoints_compatible; 8-bit; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/tiny-qwen3-moe-w4a8,905,0,text-generation,transformers,2026-06-29T21:15:50.000Z,transformers; safetensors; qwen3_moe; text-generation; vllm_ci; conversational; license:apache-2.0; endpoints_compatible; quark; region:us
ADVANCED MICRO DEVICES INC  (AMD)  (CIK 0000002488),amd,amd/DeepSeek-V4-Pro-MXFP4,4011,0,text-generation,transformers,2026-06-30T03:01:06.000Z,transformers; safetensors; deepseek_v4; text-generation; ocp-mx; quantization; amd-quark; moe; deepseek; base_model:deepseek-ai/DeepSeek-V4-Pro; base_model:quantized:deepseek-ai/DeepSeek-V4-Pro; license:mit; endpoints_compatible; 8-bit; quark; region:us
